,Feature (Non-subtweet),Log Probability (Non-subtweet),Feature (Subtweet),Log Probability (Subtweet)
477,"! challenged ,",-12.969525092978847,snap,-11.18495613698663
478,! champ,-12.969525092978847,i'm going,-11.186031286292614
479,! champ it's,-12.969525092978847,totally,-11.186320130797986
480,! change,-12.969525092978847,pics,-11.186483419439524
481,! characters,-12.969525092978847,♂ ️,-11.186646620906494
482,! characters want,-12.969525092978847,♂,-11.186646620906494
483,! check !,-12.969525092978847,‍ ♂ ️,-11.186646620906494
484,! check .,-12.969525092978847,‍ ♂,-11.186646620906494
485,! check instagram,-12.969525092978847,facebook,-11.18890558109011
486,! check tweet,-12.969525092978847,deserve,-11.193353027404207
487,! cheers,-12.969525092978847,using,-11.193918204146488
488,! cheers year,-12.969525092978847,look like,-11.194708674671048
489,! cheesing,-12.969525092978847,bed,-11.194937449516587
490,! cheesing day,-12.969525092978847,writing,-11.198624478905906
491,! chefboyar,-12.969525092978847,eating,-11.200010707880415
492,! chefboyar ro,-12.969525092978847,kinda,-11.200996888046406
493,! child,-12.969525092978847,situation,-11.201578460486338
494,! child !,-12.969525092978847,interesting,-11.20187771849891
495,! classics,-12.969525092978847,hours,-11.202240987417351
496,! classics right,-12.969525092978847,lives,-11.202566650426615
497,! clean,-12.969525092978847,anime,-11.205637414697913
498,! clean house,-12.969525092978847,public,-11.206266386775722
499,! clean washington,-12.969525092978847,video,-11.206592171897022
500,! cloudcommerce,-12.969525092978847,went,-11.207091199426245
501,! cloudcommerce appoints,-12.969525092978847,nigga,-11.209565314189243
502,! clue,-12.969525092978847,don't think,-11.211030523433886
503,! clue know,-12.969525092978847,living,-11.21638684584002
504,! coaches,-12.969525092978847,😔,-11.21706739075526
505,! coaches athletic,-12.969525092978847,country,-11.21711472992724
506,! cod,-12.969525092978847,😂 😂 😂,-11.220756336960967
507,! cod 4,-12.969525092978847,af,-11.222422137376062
508,! collect,-12.969525092978847,people think,-11.223221007809805
509,! collect tokens,-12.969525092978847,dudes,-11.225323576510734
510,! collection,-12.969525092978847,picture,-11.225681375110797
511,! collection runway,-12.969525092978847,❤ ️,-11.226656922991516
512,! colors ?,-12.969525092978847,don't understand,-11.22722454123829
513,! combination,-12.969525092978847,people like,-11.22779817716183
514,! combination fog,-12.969525092978847,$,-11.228483356620412
515,! come meet,-12.969525092978847,open,-11.229737292880701
516,! come stunt,-12.969525092978847,fight,-11.23267659484652
517,! comfortable,-12.969525092978847,half,-11.233327513836816
518,! comfortable !,-12.969525092978847,cuz,-11.238823976496
519,! comment,-12.969525092978847,". ,",-11.24039228539426
520,! comment trivia,-12.969525092978847,age,-11.240829117742013
521,! commissions,-12.969525092978847,", like",-11.24214899390398
522,! commissions like,-12.969525092978847,😩,-11.242325633312571
523,! completely,-12.969525092978847,someone's,-11.243310308967786
524,! completely mesmerizing,-12.969525092978847,posting,-11.243514922266078
525,! concluded,-12.969525092978847,drunk,-11.245221112437225
526,! concluded great,-12.969525092978847,laugh,-11.247835316894815
527,! congrats,-12.969525092978847,weekend,-11.2499333478365
528,! congrats release,-12.969525092978847,tbh,-11.24995234967155
529,! congratulations,-12.969525092978847,took,-11.25140431975793
530,! congratulations co-finalists,-12.969525092978847,sense,-11.255660840310735
531,! congratulations suki,-12.969525092978847,mentions,-11.25651447487001
532,! congratulations winning,-12.969525092978847,sound,-11.258872876697493
533,! congress,-12.969525092978847,posts,-11.259206092242477
534,! congress dirty,-12.969525092978847,actual,-11.259723333010715
535,! connecting,-12.969525092978847,head,-11.260040766757399
536,! connecting lovers,-12.969525092978847,", know",-11.260133529046374
537,! contact,-12.969525092978847,culture,-11.261660965368844
538,! contact &,-12.969525092978847,""" ,",-11.262296111022419
539,! continue,-12.969525092978847,speak,-11.262458262792414
540,! continue bossing,-12.969525092978847,🏽 ‍,-11.262845787469109
541,! correct,-12.969525092978847,pls,-11.263063451015846
542,! correct write,-12.969525092978847,terrible,-11.268111405425628
543,! costumes,-12.969525092978847,here's,-11.269282767003922
544,! couldn't,-12.969525092978847,💀,-11.269427661468537
545,! couldn't happier,-12.969525092978847,advice,-11.269761982091575
546,! couldn't support,-12.969525092978847,seriously,-11.270440212525715
547,! country,-12.969525092978847,conversation,-11.272843782841452
548,! country blessed,-12.969525092978847,happened,-11.273631219692739
549,! course,-12.969525092978847,just want,-11.274572397840037
550,! course abnormal,-12.969525092978847,community,-11.275823080442233
551,! cowards,-12.969525092978847,fortnite,-11.278067669858249
552,! cowards blink,-12.969525092978847,garbage,-11.279587656363477
553,! credit,-12.969525092978847,second,-11.281014821696575
554,! credit :,-12.969525092978847,turn,-11.28245414315
555,! curious,-12.969525092978847,random,-11.284022869840769
556,! curious team,-12.969525092978847,omg,-11.286820516056709
557,! currently,-12.969525092978847,wouldn't,-11.287846450651184
558,! currently ...,-12.969525092978847,listening,-11.288003617516958
559,! customer,-12.969525092978847,i'm sorry,-11.289083429751566
560,! customer service,-12.969525092978847,mutuals,-11.289188201780782
561,! cuuurrrssseee,-12.969525092978847,human,-11.289364618684445
562,! cuuurrrssseee yooouuu,-12.969525092978847,wasn't,-11.291900800594915
563,! day,-12.969525092978847,finally,-11.293000519951176
564,"! day ,",-12.969525092978847,family,-11.294498712341056
565,! day :,-12.969525092978847,biggest,-11.294643477205431
566,! dead,-12.969525092978847,fuckin,-11.29691236830666
567,! dead american,-12.969525092978847,small,-11.29700065806054
568,! defo,-12.969525092978847,buy,-11.297016360452456
569,! defo figure,-12.969525092978847,months,-11.299076127782726
570,! delicate,-12.969525092978847,fat,-11.299722651383332
571,! delicate playing,-12.969525092978847,hurt,-11.300278052618143
572,! delicious,-12.969525092978847,write,-11.30069184143968
573,! delicious haitian,-12.969525092978847,liking,-11.303917953580571
574,! delighted,-12.969525092978847,special,-11.305388268158575
575,! delighted !,-12.969525092978847,hands,-11.307603242012252
576,! did !,-12.969525092978847,able,-11.30838414853397
577,! did fam,-12.969525092978847,b,-11.309884902554248
578,! didi,-12.969525092978847,holy,-11.313486025187867
579,! didi gregorius,-12.969525092978847,worth,-11.314146067829686
580,! didn't,-12.969525092978847,good morning,-11.314341231990138
581,! didn't photo,-12.969525092978847,unless,-11.316327718907065
582,! didn't think,-12.969525092978847,wanted,-11.316660358577849
583,! die,-12.969525092978847,🤦,-11.317173419057998
584,"! die ,",-12.969525092978847,hold,-11.318006118670498
585,! die-hard,-12.969525092978847,room,-11.319252068673782
586,! die-hard american,-12.969525092978847,dm,-11.32161627049901
587,! different,-12.969525092978847,sick,-11.322188470182041
588,! different !,-12.969525092978847,throw,-11.32311128156865
589,! dinner,-12.969525092978847,main,-11.32351526072697
590,! dinner starts,-12.969525092978847,completely,-11.323619929742435
591,! dm,-12.969525092978847,bit,-11.323816004886938
592,! dm !,-12.969525092978847,life .,-11.324883580494387
593,! dm grab,-12.969525092978847,pizza,-11.325548293351076
594,! does,-12.969525092978847,n,-11.326586019186742
595,! does remember,-12.969525092978847,complain,-11.328182889107135
596,! doing,-12.969525092978847,perfect,-11.32877275420346
597,! doing better,-12.969525092978847,toxic,-11.330061333322778
598,! doj,-12.969525092978847,party,-11.330535026609322
599,! doj fbi,-12.969525092978847,tweeted,-11.330673848525036
600,! don't forget,-12.969525092978847,supposed,-11.331839224453006
601,! don't great,-12.969525092978847,know .,-11.332642311970439
602,! don't know,-12.969525092978847,glad,-11.332702990140866
603,! don't pollute,-12.969525092978847,rn,-11.333102940186476
604,! don't scared,-12.969525092978847,college,-11.334287761689938
605,! don't want,-12.969525092978847,car,-11.33505325904524
606,! download,-12.969525092978847,swear,-11.335376051256882
607,! download -,-12.969525092978847,you'll,-11.33567518527301
608,! dr,-12.969525092978847,later,-11.335840834503138
609,! dr .,-12.969525092978847,players,-11.336025523743412
610,! driven,-12.969525092978847,mom,-11.336357844573493
611,! driven waxy's,-12.969525092978847,😤,-11.33656148111474
612,! drop-off,-12.969525092978847,memes,-11.33664516383838
613,! drop-off bins,-12.969525092978847,fall,-11.337843460058258
614,! drunk,-12.969525092978847,piece,-11.340465094637551
615,! drunk &,-12.969525092978847,entire,-11.341473240268853
616,! eagles,-12.969525092978847,boyfriend,-11.342064465288702
617,! eagles !,-12.969525092978847,idiot,-11.342728070451066
618,! early,-12.969525092978847,came,-11.343947612436462
619,! early morning,-12.969525092978847,avi,-11.344869651975563
620,! edit,-12.969525092978847,respond,-11.345053126635129
621,! edit :,-12.969525092978847,effort,-11.34555399988585
622,! enjoy family,-12.969525092978847,political,-11.347047530809622
623,! enjoy posts,-12.969525092978847,dms,-11.348705364808778
624,! enjoy updates,-12.969525092978847,sending,-11.348946450928995
625,! enjoyed,-12.969525092978847,acting,-11.34899088745935
626,! enjoyed career,-12.969525092978847,absolutely,-11.349151517233665
627,! enter,-12.969525092978847,chat,-11.350037009660912
628,! enter rt,-12.969525092978847,petty,-11.350062856936432
629,! excited,-12.969525092978847,facts,-11.350802684661058
630,! excited !,-12.969525092978847,heard,-11.351120333082152
631,! exciting,-12.969525092978847,w /,-11.353057586444484
632,! exciting !,-12.969525092978847,attractive,-11.353659336524329
633,! expanded,-12.969525092978847,problems,-11.353895549709744
634,! expanded mueller's,-12.969525092978847,issues,-11.354380243706611
635,! expected,-12.969525092978847,works,-11.354888093449844
636,! expected .,-12.969525092978847,kid,-11.357512918070652
637,! expedite,-12.969525092978847,dating,-11.358206206234277
638,! expedite !,-12.969525092978847,crying,-11.358683806418371
639,! extremely,-12.969525092978847,can't believe,-11.358709126292256
640,! extremely excited,-12.969525092978847,horny,-11.359224468041452
641,! eyes,-12.969525092978847,"oh ,",-11.35931845827768
642,! eyes thing,-12.969525092978847,lying,-11.360390045572393
643,! facebook's,-12.969525092978847,mute,-11.362116905192387
644,"! facebook's ,",-12.969525092978847,cat,-11.362814050125856
645,! family,-12.969525092978847,questions,-11.362837753581669
646,! family !,-12.969525092978847,it's like,-11.363009374802507
647,! family time,-12.969525092978847,number,-11.364197659850753
648,! fantabulous,-12.969525092978847,. that's,-11.364284402465058
649,! fantabulous day,-12.969525092978847,lmfao,-11.364740313734682
650,! fantastic,-12.969525092978847,band,-11.365198758714174
651,! fantastic senator,-12.969525092978847,upset,-11.365514173973734
652,! favorite,-12.969525092978847,fucked,-11.365535454210065
653,! favorite pop-culture,-12.969525092978847,obsessed,-11.366793495832587
654,! feb,-12.969525092978847,lil,-11.366813749162315
655,! feb .,-12.969525092978847,20,-11.368166579420212
656,! february,-12.969525092978847,lose,-11.369281109987128
657,! february difficult,-12.969525092978847,inside,-11.371350530949593
658,! feel better,-12.969525092978847,choose,-11.37198165151602
659,! feeling,-12.969525092978847,voice,-11.374388847047284
660,! feeling canadiens,-12.969525092978847,hour,-11.374762089677468
661,! fender,-12.969525092978847,bored,-11.375804362217934
662,! fender j-bass,-12.969525092978847,people make,-11.37584870179763
663,! fic !,-12.969525092978847,🏻 ‍ ♀,-11.376746679719114
664,! finally able,-12.969525092978847,starting,-11.3772613449996
665,! finally understands,-12.969525092978847,i've seen,-11.37744146699
666,! financing,-12.969525092978847,""" i'm",-11.37863365946476
667,! financing hitler's,-12.969525092978847,"twitter ,",-11.379167383348644
668,! finished,-12.969525092978847,shouldn't,-11.380666309371517
669,! finished watching,-12.969525092978847,tried,-11.381217599722682
670,! firstly,-12.969525092978847,easy,-11.38257595159915
671,! firstly like,-12.969525092978847,knows,-11.38453832489297
672,! flinched,-12.969525092978847,high school,-11.387440677796665
673,! follow,-12.969525092978847,knew,-11.388189162491662
674,! follow details,-12.969525092978847,exist,-11.390332738815252
675,! follow fun,-12.969525092978847,allowed,-11.391438930489898
676,! following,-12.969525092978847,:(,-11.391740817368195
677,! following !,-12.969525092978847,think it's,-11.3924346806081
678,! friends,-12.969525092978847,possible,-11.392644991397733
679,! friends invited,-12.969525092978847,check,-11.39280584506117
680,! fuckin,-12.969525092978847,forever,-11.395516776249488
681,! fuckin hour,-12.969525092978847,hasn't,-11.399396793041136
682,! fucking,-12.969525092978847,""" -",-11.400440594526383
683,! fucking broken,-12.969525092978847,remind,-11.400496854838142
684,! fucking drag,-12.969525092978847,girlfriend,-11.40099500079811
685,! fucking saint,-12.969525092978847,late,-11.404388928531041
686,! fun .,-12.969525092978847,", people",-11.404497798609288
687,! funny,-12.969525092978847,adult,-11.40459934792564
688,"! funny ,",-12.969525092978847,o,-11.404908205740634
689,! geez,-12.969525092978847,. can't,-11.405674273439786
690,! geez ...,-12.969525092978847,it's just,-11.40592790684275
691,! gfx,-12.969525092978847,truth,-11.406347898963292
692,! gfx allowed,-12.969525092978847,putting,-11.406509380725945
693,! giveaway,-12.969525092978847,angry,-11.407977762375172
694,! giveaway !,-12.969525092978847,"people ,",-11.408257059833613
695,! giving,-12.969525092978847,bullshit,-11.410887189873028
696,! giving words,-12.969525092978847,definitely,-11.411534811524946
697,! goal,-12.969525092978847,comment,-11.41205128555541
698,! goal .,-12.969525092978847,leaving,-11.41236478918557
699,! god !,-12.969525092978847,people say,-11.413585810441866
700,! god continue,-12.969525092978847,expect,-11.418009454661942
701,! goes,-12.969525092978847,knowing,-11.421396447515757
702,! goes dems,-12.969525092978847,artist,-11.425942525999696
703,! going share,-12.969525092978847,share,-11.426162705972843
704,! gonna,-12.969525092978847,enjoy,-11.426358976922486
705,! gonna ?,-12.969525092978847,lie,-11.426821804738115
706,! gonna pressies,-12.969525092978847,cold,-11.429478166838969
707,! gonna special,-12.969525092978847,answer,-11.432297107730571
708,! goobers,-12.969525092978847,gym,-11.433863402255795
709,! goobers !,-12.969525092978847,hand,-11.43464644826716
710,! good fucking,-12.969525092978847,politics,-11.434797123263497
711,! good home,-12.969525092978847,just wanna,-11.435337461587682
712,! good luck,-12.969525092978847,good .,-11.435693681678556
713,! good mans,-12.969525092978847,oh god,-11.435783214490117
714,! good 🎈,-12.969525092978847,100,-11.436787890926292
715,! goodnight,-12.969525092978847,deal,-11.437846857783248
716,! goodnight u,-12.969525092978847,level,-11.439263543266742
717,! gorgeous,-12.969525092978847,act like,-11.441900656227626
718,! gorgeous birds,-12.969525092978847,birthday,-11.442948390338996
719,! gosh,-12.969525092978847,children,-11.442959350160896
720,! gosh it's,-12.969525092978847,< <,-11.443045708501248
721,! got proof,-12.969525092978847,daily,-11.443405921522025
722,! grab,-12.969525092978847,drink,-11.443630085105408
723,! grab drinkable,-12.969525092978847,""" .",-11.445951632912406
724,! great job,-12.969525092978847,keeps,-11.446790105691992
725,! greatly,-12.969525092978847,explain,-11.447425494931922
726,! greatly appreciate,-12.969525092978847,waiting,-11.44860016759447
727,! griz,-12.969525092978847,didnt,-11.449509413489247
728,! griz true,-12.969525092978847,can't wait,-11.449872796297841
729,! groups,-12.969525092978847,treat,-11.45100902775093
